name,age,gender,education,income,country,purchase_frequency,spending
Lauren Brown,35,Female,PhD,90020,Holy See (Vatican City State),0.6,13500.6
Alexis Potts,43,Female,PhD,56741,Congo,0.1,2283.705
Theresa Ryan,31,Female,Master,72843,United Kingdom,0.7,13049.505000000001
Michael Sullivan,65,Male,Bachelor,82563,French Southern Territories,0.4,7651.260000000001
William Richards,28,Male,High School,55478,Andorra,0.9,9696.51
Dorothy Allen,50,Male,Bachelor,83564,Lebanon,0.2,3435.6400000000003
John Little,48,Male,PhD,44076,Israel,0.2,4040.76
Scott Ramirez,21,Male,High School,32382,Cayman Islands,1.0,6619.1
Adam Frazier,26,Male,Bachelor,67068,Central African Republic,0.6,8612.039999999999
Francisco Ramirez,24,Male,PhD,84001,Burkina Faso,0.3,5160.014999999999
Alexis Davis,39,Male,Bachelor,98275,Japan,1.0,17913.75
Greg Mcgrath,46,Female,High School,38394,Belize,0.7,9743.789999999999
Tammy Rojas,24,Male,Bachelor,43321,Congo,0.5,5083.025
David Hernandez,35,Female,Bachelor,78404,Bouvet Island (Bouvetoya),0.6,10152.12
Matthew Collins,52,Male,High School,71944,Libyan Arab Jamahiriya,0.1,1559.7200000000003
Jordan Rodriguez,21,Male,Master,77042,Aruba,0.4,5540.84
Anthony Norris,39,Female,High School,63019,Luxembourg,0.2,3030.1900000000005
Janet Reyes,48,Female,Master,52114,Barbados,0.7,13723.99
Laura Potter,63,Male,Master,63459,Pitcairn Islands,0.3,6051.885
Mr. Jason Conway DDS,23,Female,PhD,20814,Namibia,1.0,16040.7
Nathan Wagner,58,Male,Bachelor,93113,Western Sahara,1.0,19655.65
Marie Brown,39,Female,High School,71060,Congo,0.5,7776.5
Joe Fry,47,Female,High School,73015,Greece,0.1,1565.075
Mrs. Cynthia Murphy,47,Male,Bachelor,59397,Cook Islands,0.6,9581.91
Evan Carter,37,Male,PhD,78285,Saint Pierre and Miquelon,0.1,2191.425
Betty Frazier,56,Female,Bachelor,74277,Azerbaijan,0.1,2071.3849999999998
Leslie May,37,Male,Bachelor,30257,Belarus,0.7,10158.994999999999
Charles Johns,50,Female,Bachelor,75070,Zimbabwe,0.6,11252.1
Patricia Horn,26,Female,Bachelor,30804,Venezuela,0.2,2908.0400000000004
Kimberly Burke,33,Male,Bachelor,82700,Guinea,0.4,6054.0
Jennifer Leach,19,Female,Master,54643,Singapore,0.6,8839.289999999999
Sarah Cortez,55,Female,PhD,88051,French Southern Territories,0.1,2640.255
Patrick Hernandez,37,Female,PhD,49206,Sri Lanka,0.8,17968.24
Justin Perkins,18,Female,Master,48098,Ethiopia,1.0,14404.9
Ryan Davis,40,Female,Bachelor,43207,Papua New Guinea,0.5,8580.175
Michael Scott,30,Male,Master,69542,Antigua and Barbuda,0.3,4943.129999999999
Barbara Blanchard,37,Female,Bachelor,73179,Egypt,0.1,1865.8950000000002
Christina Morris,60,Male,Bachelor,71161,Azerbaijan,0.7,12990.634999999998
Kelly Morales DDS,23,Male,Bachelor,90214,Morocco,0.2,2502.1400000000003
Andrea Harrison,31,Female,PhD,93124,Zambia,1.0,22656.2
Andrea Thomas,24,Male,Bachelor,99376,Slovakia (Slovak Republic),1.0,12968.8
Jeffrey Reilly,56,Male,PhD,54101,Austria,0.4,9082.02
David Hood,52,Male,PhD,29603,Denmark,0.1,2148.0150000000003
Douglas Gonzales,59,Male,Bachelor,42457,Togo,0.8,13698.279999999999
Sylvia Hughes,60,Male,Master,95351,Trinidad and Tobago,1.0,21767.55
Jeffrey Levy,23,Male,Master,91482,Madagascar,0.1,1457.41
Eric Gray,57,Female,Master,91637,Sierra Leone,0.4,9432.74
Tyler Burton,55,Female,High School,95225,Niue,0.7,13132.875
Amy Butler,40,Male,Master,56694,Guinea-Bissau,0.6,10700.82
Sarah Williams,24,Female,Bachelor,66151,Heard Island and McDonald Islands,0.1,1330.755
Melvin Johnson,64,Male,PhD,21110,Ireland,0.7,14738.849999999999
Melissa Fisher,32,Female,PhD,58522,India,0.1,2092.61
Victoria Smith,29,Female,High School,21794,Tokelau,0.1,1108.97
Barbara Murphy,23,Male,PhD,70287,Saint Vincent and the Grenadines,1.0,16514.35
Wanda Ward,29,Male,High School,23907,Sierra Leone,0.1,919.5350000000001
Joshua Ross,43,Female,Master,42434,Barbados,0.7,13385.19
Danielle Clay,19,Female,PhD,87998,Netherlands Antilles,0.4,7759.960000000001
Candice Chase,50,Female,Bachelor,24226,Malaysia,0.7,11347.909999999998
Andrea Reeves,49,Male,Bachelor,64340,Liberia,0.8,12973.6
Cynthia Nunez,64,Male,Bachelor,47834,Angola,0.1,1739.17
John Osborne,30,Male,Master,62407,Kiribati,0.6,9672.21
Deborah Crawford,64,Female,Bachelor,43658,Antarctica (the territory South of 60 deg S),1.0,19182.9
Mike Campbell,64,Female,Master,27243,Turks and Caicos Islands,0.7,14253.505000000001
Cathy Campos,25,Female,Bachelor,69806,Myanmar,0.4,5396.12
Mikayla Foster,44,Female,Bachelor,93412,Thailand,0.8,15736.48
Michael Owens,57,Female,High School,88787,Mongolia,0.4,7375.74
Timothy Miller,31,Female,PhD,49392,Korea,1.0,20469.6
Deborah Martinez,64,Male,High School,40091,Sudan,0.3,4201.365
Natalie Bell,37,Male,Master,34914,Oman,0.3,5023.71
Kimberly Duncan,57,Male,PhD,53608,Togo,0.1,2268.0400000000004
Gregory Gonzalez,41,Male,High School,87512,Brunei Darussalam,0.4,5750.240000000001
James Allen,63,Female,Master,74625,Malaysia,0.1,2273.125
Lauren Taylor,33,Female,Bachelor,64200,Libyan Arab Jamahiriya,0.2,3242.0
Jennifer Liu,62,Female,PhD,68641,Peru,0.5,12716.025
Krystal Mitchell,21,Female,High School,67077,Cape Verde,0.5,5176.925
Miss Jessica Ramirez,30,Female,Bachelor,51612,United States of America,0.4,6232.240000000001
Renee Reid,30,Female,High School,90114,Oman,0.5,7252.85
Jennifer Moore,60,Male,Master,71206,Sweden,0.1,2056.03
Megan Proctor,52,Male,PhD,34355,Bahamas,0.5,10858.875
Amy Knight,63,Male,Master,31248,Azerbaijan,0.2,3712.4800000000005
Darren Wilson,50,Female,Master,43523,Spain,0.3,5752.845
Jesse Williams,25,Female,Master,42802,Sweden,0.8,11312.080000000002
Gregory Mccarthy,36,Male,Bachelor,30182,Rwanda,0.8,11607.28
Ann Kent,30,Female,PhD,55201,Afghanistan,0.6,12456.029999999999
Johnny Hall,24,Male,PhD,66037,Central African Republic,0.9,14671.665
David Thompson,26,Male,PhD,72566,Yemen,0.8,15702.64
Morgan Caldwell,38,Female,PhD,38475,Saint Kitts and Nevis,0.5,10961.875
Mark Peterson,20,Female,High School,80763,Portugal,1.0,11038.15
Veronica Garcia,29,Male,High School,71628,Tuvalu,0.4,4632.56
Allison Gonzalez,36,Male,PhD,96477,Fiji,0.5,11411.925
Ernest Christensen,52,Male,High School,72988,Algeria,0.7,10954.58
Kenneth Ballard,51,Female,Bachelor,52164,Maldives,0.3,5882.46
Tyler Wallace,59,Male,High School,90162,Djibouti,1.0,16508.1
Christopher Chapman,27,Female,Master,83622,Bahamas,0.9,17262.989999999998
Maria Morse,33,Female,Bachelor,98404,Chile,1.0,17920.2
Dr. Emily Clark,29,Female,Bachelor,22852,Congo,0.6,8485.56
Carolyn Simon,27,Male,Master,99484,South Africa,0.4,7189.68
Anne Larson,24,Male,PhD,88549,Brazil,1.0,17427.45
Brent Chapman,62,Female,Master,63928,Mongolia,1.0,22196.4
Joshua Carey,23,Male,High School,72951,French Guiana,0.5,4323.775
Chelsea Miller,50,Female,Bachelor,97108,Myanmar,0.6,11913.24
Sara White,34,Male,PhD,36687,Serbia,0.1,1783.435
Lisa Velasquez,60,Male,PhD,56832,Netherlands,0.6,13704.96
Brent Mccoy,34,Female,High School,64992,New Caledonia,0.6,7949.76
Aimee Morrison,58,Male,Master,67452,Burundi,0.6,12223.56
Crystal Hughes,63,Female,Bachelor,22283,Puerto Rico,0.7,12679.905
Amy Kennedy,58,Female,PhD,99016,Holy See (Vatican City State),0.1,2695.08
Stephanie Davis,52,Male,Master,23171,Saint Martin,0.7,12710.984999999999
Theresa Lambert,27,Male,Bachelor,26649,Afghanistan,0.9,11099.205000000002
Sandra Shea,36,Male,Master,51774,Nigeria,1.0,17588.7
Thomas Savage,23,Male,PhD,61600,Azerbaijan,0.5,8040.0
Charles Simon,19,Male,PhD,56048,Reunion,0.7,11061.679999999998
Michael Jones,31,Male,PhD,21424,Belgium,0.3,5121.36
Melissa Horn,18,Male,High School,32036,Guyana,0.6,3961.08
James Allen,21,Male,Bachelor,85062,Pakistan,0.5,6126.55
Robert Macias DVM,37,Female,Master,85161,Vietnam,1.0,21258.05
James Love,50,Male,Bachelor,37027,Aruba,0.4,5940.540000000001
Angela Long,32,Male,Bachelor,33833,Switzerland,0.1,1269.165
Kimberly Blackwell,56,Male,PhD,79396,Korea,0.8,19175.84
Hector Moyer,43,Male,Master,88436,Poland,0.4,7768.72
Edward Martin,26,Female,Master,72673,Denmark,1.0,18633.65
Mrs. Helen Sanchez,51,Male,PhD,94796,Uganda,1.0,24739.8
Daniel Schultz,33,Female,Master,92967,Tonga,0.5,9824.175
Reginald Livingston,65,Male,Master,95144,Malaysia,0.5,10878.6
Joseph Jones,62,Female,PhD,78546,Guadeloupe,0.2,5185.46
William Bell,55,Female,Master,29992,Ireland,0.7,14349.719999999998
Nancy Collins,39,Male,High School,63133,United Arab Emirates,1.0,13156.65
Joseph Hess,24,Male,High School,22397,Martinique,0.1,611.985
Brooke Carter,37,Female,High School,87741,Sri Lanka,0.1,1638.705
Justin Blanchard,49,Male,Master,87463,Namibia,0.5,9686.575
Jason Allen,34,Male,PhD,99090,Zimbabwe,0.8,16763.600000000002
Heather Hansen,48,Female,Master,21952,Somalia,1.0,18097.6
Alan Arias MD,56,Female,High School,64790,Antarctica (the territory South of 60 deg S),0.2,3447.9
Brittany Ramsey,27,Female,PhD,54374,Antigua and Barbuda,0.6,12431.22
George Flores,35,Male,Bachelor,92243,Uganda,0.8,12489.720000000001
Francisco Obrien,47,Female,PhD,32318,Djibouti,0.2,4323.18
Jillian Hoffman,61,Male,High School,52896,Azerbaijan,0.6,8786.88
Nathan Jones,39,Female,High School,70317,Algeria,0.6,9309.51
James James,29,Female,PhD,25808,Malta,0.9,17361.36
Lisa Davis,50,Female,Master,55406,Sri Lanka,1.0,19770.3
Gregory Taylor,58,Female,High School,65749,Georgia,0.1,1728.7450000000001
Adam Ruiz,46,Male,Master,58611,Syrian Arab Republic,0.5,8965.275
Angela Thompson,49,Male,PhD,40678,Maldives,0.4,8013.560000000001
Christopher Cooper,40,Male,High School,26247,Luxembourg,0.7,7918.6449999999995
Alexandra Nichols,46,Female,High School,62523,Kuwait,0.1,1512.615
James Ewing,61,Male,PhD,52773,San Marino,0.4,9055.460000000001
Deborah Yu,62,Male,PhD,33460,Holy See (Vatican City State),0.7,15171.099999999999
Debra Thomas,53,Male,Master,33722,Burundi,0.3,5605.829999999999
Cindy Singh,21,Male,Master,75457,New Zealand,0.9,12395.565
Danny Lutz,60,Female,High School,63714,Vietnam,0.8,13748.560000000001
Emily Campbell,55,Female,Master,63828,Puerto Rico,0.4,8876.560000000001
Dr. Ashley Lopez,21,Male,PhD,88592,Nigeria,0.1,1742.96
Gary Jones,61,Female,Master,25588,French Guiana,0.9,18251.460000000003
Cameron Daniels,30,Male,Bachelor,23947,French Polynesia,0.9,10977.615
Natasha Bennett,38,Male,Bachelor,94979,Tokelau,0.8,14199.160000000002
Elizabeth Harris,52,Female,PhD,43552,Andorra,0.8,19342.079999999998
Jordan Harper,34,Male,High School,67276,Guatemala,0.5,5681.9
Michelle Nichols,65,Female,Master,50017,Azerbaijan,0.7,15050.594999999998
James Lopez,18,Male,High School,37793,Nigeria,1.0,6889.65
David Bennett,39,Male,High School,25449,Algeria,0.9,10145.205000000002
John Lowery,28,Male,High School,38291,Jordan,0.3,2974.365
Wendy Norman,53,Male,PhD,70979,Sao Tome and Principe,0.1,2354.895
Jacob Rios,41,Female,Master,93859,Norfolk Island,0.1,2169.295
Shannon Page,33,Male,Master,68148,Netherlands,0.6,9844.44
Eric Powers,23,Female,Master,28482,Poland,0.7,9396.869999999999
Rodney Mejia,30,Female,Master,39701,Iraq,0.4,6794.02
Maria Jackson,51,Male,Bachelor,86267,Malaysia,0.2,3862.67
Glenn Davis,38,Male,Bachelor,66881,Fiji,0.5,8172.025
Daniel Hunt,47,Female,PhD,44238,Cocos (Keeling) Islands,0.7,15548.33
Michelle Roman,44,Female,High School,61578,Slovenia,0.3,4523.67
Bonnie Hansen,34,Male,Master,78670,Dominican Republic,0.2,3386.7000000000003
Renee Jackson,41,Female,Master,66114,Palestinian Territory,0.3,6091.71
Stephen Morrow,44,Male,Bachelor,40671,San Marino,1.0,15033.55
Luis Shaw,47,Female,Bachelor,20206,Cook Islands,0.6,9606.179999999998
Roger Martin,26,Male,PhD,73630,Peru,1.0,19681.5
Blake Sanchez,24,Male,PhD,57931,Croatia,1.0,15896.55
Veronica Sellers,62,Male,PhD,20403,Tanzania,1.0,21020.15
Lisa Hendrix,32,Female,PhD,84710,Cape Verde,1.0,22235.5
Jonathan Dorsey,45,Female,PhD,28001,Ghana,0.5,10700.025
Cassandra Watson,29,Male,Master,35972,Saint Martin,0.9,13318.74
Logan Reynolds,57,Female,Bachelor,95396,Bermuda,0.7,15238.859999999999
Cindy Pena,32,Male,Master,22330,Timor-Leste,0.8,11293.2
Rickey Hernandez,38,Female,Master,86587,Lesotho,0.4,8531.74
Julie Knox,37,Male,PhD,38010,New Zealand,0.5,9950.25
Margaret Tran,31,Female,High School,57605,Vietnam,1.0,12880.25
Tonya Arnold,45,Male,High School,48924,Malawi,1.0,12446.2
Derek Larson,42,Male,Master,95660,Mauritius,0.9,17804.7
Taylor Williams,30,Male,PhD,94002,Belarus,0.8,16560.079999999998
Robert Keith,41,Female,Bachelor,24034,British Virgin Islands,1.0,16201.7
Ryan Smith,43,Female,Master,60588,Netherlands Antilles,0.3,6008.820000000001
Jonathon Holder,36,Female,Master,72059,Antarctica (the territory South of 60 deg S),1.0,20602.95
Kathryn Silva,33,Female,Bachelor,43961,Malaysia,0.8,12158.44
Charles Jimenez,47,Male,PhD,46541,Thailand,0.9,18294.345
Linda Bennett,36,Female,High School,60515,Reunion,0.5,7512.875
Bonnie Odom,28,Male,Bachelor,60282,Guinea,0.3,4204.23
James Mckee,28,Female,Bachelor,95620,Switzerland,1.0,17781.0
Lisa Stone,28,Male,High School,36579,Kuwait,0.5,4914.475
Douglas Scott,54,Female,Master,44343,Swaziland,0.1,2121.715
Kelly Fuller,35,Female,High School,74219,Lebanon,0.5,6855.475
Morgan Norman,39,Female,High School,92706,Malawi,0.9,14971.77
Diane Singh,21,Male,Master,75594,Belize,1.0,13779.7
Daniel Powell,48,Female,Bachelor,35639,Costa Rica,0.7,11747.365
Lauren Fisher,44,Male,Master,91499,Iceland,0.6,11744.97
Jeanne Perez,64,Male,High School,21213,Angola,0.3,3918.1949999999997
Brenda Long,42,Female,High School,68834,Malawi,0.6,9265.02
Briana Moore,51,Female,High School,33767,Greece,1.0,15688.35
Heidi Lozano,53,Male,Bachelor,62304,Honduras,0.9,16303.68
Linda Day,43,Male,High School,30880,Guyana,0.1,1154.4
Christopher Jones,58,Female,Bachelor,73963,French Polynesia,1.0,20698.15
Molly Rodriguez,62,Male,PhD,47156,Lesotho,0.6,13414.679999999998
James Hall,23,Male,Bachelor,55825,Mozambique,0.4,4316.5
Ryan Acevedo,60,Male,Bachelor,70421,Kenya,0.7,12964.734999999999
Robin Huynh,30,Male,High School,88458,Antigua and Barbuda,0.5,6211.450000000001
Mark Wright,44,Male,High School,67573,San Marino,0.6,8027.19
Michael Andrews,34,Male,PhD,95920,Ukraine,0.4,8318.4
Dr. Brian Williams,54,Male,High School,54788,Barbados,0.7,10317.58
Tammy Roberts,59,Male,High School,33096,Swaziland,0.6,8192.88
Brooke Smith,39,Male,Master,32823,Guadeloupe,0.4,6656.460000000001
Adrian Wise,37,Male,High School,71323,Italy,0.8,10852.92
Paul Maldonado,27,Female,Bachelor,37098,New Caledonia,0.4,5941.96
Jennifer Caldwell,26,Male,High School,81298,Sierra Leone,0.8,9651.92
Jennifer Reed,53,Male,PhD,52440,Belarus,0.4,9048.800000000001
Justin Johnston,57,Male,Master,42895,Kenya,0.5,9572.375
Chad Wu,24,Female,PhD,46459,Sao Tome and Principe,0.8,13858.36
James Oliver,34,Female,Bachelor,79336,Egypt,0.3,5090.04
James Jones,56,Male,PhD,65975,Zambia,0.7,16309.124999999998
Timothy Malone,34,Female,Bachelor,37155,Papua New Guinea,1.0,14857.75
Latoya Stuart,52,Female,High School,50725,Bosnia and Herzegovina,1.0,16536.25
Kimberly Murphy,40,Female,High School,60052,Malaysia,0.8,12002.080000000002
Jesus Sanders,31,Female,Bachelor,57925,Russian Federation,1.0,15896.25
Eddie Clark,38,Male,Master,24581,Bouvet Island (Bouvetoya),0.7,11360.335
Patricia Cline,64,Male,High School,26324,Costa Rica,0.1,1331.6200000000001
Michael Schneider,44,Female,PhD,63465,Greenland,0.1,2317.3250000000003
Ian Phillips,53,Female,High School,75148,Comoros,0.5,8878.7
Scott Lopez,65,Male,Master,25826,Mexico,0.1,1829.13
Rodney May,40,Male,High School,88912,Tajikistan,0.2,2889.1200000000003
Kimberly Howard,54,Male,Bachelor,97603,Bahrain,1.0,19880.15
Andre Wagner,44,Female,High School,34195,United States Minor Outlying Islands,0.3,4112.925
Linda Hunter,25,Male,Bachelor,50324,Ethiopia,0.8,8412.960000000001
Bradley Anderson,56,Female,PhD,46752,Grenada,0.1,2433.7599999999998
William Wright,51,Female,High School,49951,Poland,0.3,4949.264999999999
Joanne Watson,43,Female,High School,52276,Turks and Caicos Islands,0.4,5845.52
Vincent Wallace,25,Male,PhD,84339,Benin,0.7,12051.865
Jennifer Malone,34,Male,High School,92407,British Virgin Islands,0.7,8834.244999999999
Laura Wright MD,27,Female,Bachelor,26321,Ecuador,0.5,7158.025
Jason Haas,42,Female,PhD,98170,Bosnia and Herzegovina,0.7,17435.949999999997
Sharon Valdez,39,Male,High School,59174,Eritrea,0.9,11662.830000000002
Andrew Taylor,50,Male,Master,59808,Serbia,0.4,7196.160000000001
Jessica Johnson,50,Female,Master,58272,Cyprus,0.7,13939.519999999999
Brian Williams,38,Female,Bachelor,32512,Turkey,0.5,8312.8
